networkname, pathsfound, time-per-hsa, time-per-time, mem-usage
2,5,1,792,33857,0.06,0.0
2,5,2,1924,175452,0.24,0.01
2,5,3,2212,197409,0.27,0.02
2,6,0,138164832,356150313,5969.0,74.13
2,6,1,138164832,1679007686,6296.0,105.57
2,6,2,,,,> 250gb 
2,6,3,,,,> 250gb 
2,7,0,,,,> 250gb 
2,7,1,,,,> 250gb 
2,7,2,,,,> 250gb 
2,7,3,,,,> 250gb 
2,8,0,,,,> 250gb 
2,8,1,,,,> 250gb 
2,8,2,,,,> 250gb 
2,8,3,,,,> 250gb 
2,9,0,,,,> 250gb 
2,9,1,,,,> 250gb 
2,9,2,,,,> 250gb 
2,9,3,,,,> 250gb 
2,10,0,,,,> 250gb 
2,10,1,,,,> 250gb 
2,10,2,,,,> 250gb 
2,10,3,,,,> 250gb 
2,11,0,,,,> 250gb 
2,11,1,,,,> 250gb 
2,11,2,,,,> 250gb 
2,11,3,,,,> 250gb 
2,12,0,,,,> 250gb 
2,12,1,,,,> 250gb 
2,12,2,,,,> 250gb 
2,12,3,,,,> 250gb 
2,13,0,,,,> 250gb 
2,13,1,,,,> 250gb 
2,13,2,,,,> 250gb 
2,13,3,,,,> 250gb 
2,14,0,,,,> 250gb 
2,14,1,,,,> 250gb 
2,14,2,,,,> 250gb 
2,14,3,,,,> 250gb 
2,15,0,,,,> 250gb 
2,15,1,,,,> 250gb 
2,15,2,,,,> 250gb 
2,15,3,,,,> 250gb 
2,16,0,,,,> 250gb 
2,16,1,,,,> 250gb 
2,16,2,,,,> 250gb 
2,16,3,,,,> 250gb 
